month_index,fe,fe_ci_ll,fe_ci_ul
618,-6.41678653705736,-7.32170055141817,-5.51187252269654
619,-6.11407327475339,-6.98245935739034,-5.24568719211643
620,-6.21783954092525,-7.13667101310881,-5.2990080687417
621,-5.50345488345615,-6.34952893876357,-4.65738082814874
622,-6.54047093925499,-7.44519787141999,-5.63574400708999
623,-6.60629273334303,-7.62805885829907,-5.58452660838699
624,-6.59000677381142,-7.64990435363013,-5.53010919399271
625,-6.40194631240484,-7.29749737275898,-5.5063952520507
626,-6.10046074811043,-6.97854351899487,-5.222377977226
627,-6.26277309650025,-7.1998677822819,-5.32567841071861
628,-6.21279657357654,-7.09913765746711,-5.32645548968597
629,-6.50839199508093,-7.51492301164169,-5.50186097852018
630,-6.58340031828833,-7.52168607148656,-5.64511456509009
631,-6.75374345633548,-7.80787238466274,-5.69961452800822
632,-6.70563738201475,-7.67353922096241,-5.73773554306709
633,-6.70024420950701,-7.83348782730167,-5.56700059171234
634,-6.57115709327549,-7.51510565820048,-5.62720852835049
635,-6.34062531365349,-7.26916588519879,-5.41208474210819
636,-6.62007645941187,-7.60321489574969,-5.63693802307405
637,-6.55331221134218,-7.57206453369326,-5.53455988899109
638,-6.92139992802528,-8.03270212308547,-5.81009773296509
639,-6.05749830940686,-6.96998292100876,-5.14501369780495
640,-6.12177655688113,-6.98445822171431,-5.25909489204796
641,-5.77191540396588,-6.75777219285331,-4.78605861507846
642,-6.55333132453115,-7.65535130074162,-5.45131134832067
643,-6.52666438794694,-7.58428398042575,-5.46904479546814
644,-6.81511630581194,-7.77773940537543,-5.85249320624846
645,-6.55958047943026,-7.53494527854437,-5.58421568031614
646,-7.07628098823659,-8.17300125034437,-5.9795607261288
647,-6.43088350113287,-7.29870887568648,-5.56305812657926
648,-6.40809574948071,-7.36281072155235,-5.45338077740907
649,-7.29336811247227,-8.43506579324305,-6.1516704317015
650,-6.43518462486646,-7.34325169666769,-5.52711755306522
651,-6.04203271249215,-6.94360608137332,-5.14045934361098
652,-5.76339701185002,-6.64083043331509,-4.88596359038495
653,-6.00412033892432,-6.95924411071812,-5.04899656713052
654,-5.9499639734758,-6.88493069566333,-5.01499725128828
655,-5.90411440195033,-6.83803932886893,-4.97018947503174
656,-6.05647868546202,-7.03774713204264,-5.0752102388814
657,-6.06280703515772,-6.98398372125888,-5.14163034905656
658,-6.27456518488461,-7.22121766109707,-5.32791270867216
659,-5.93530877046596,-6.79401420482215,-5.07660333610978
660,-6.5300494060962,-7.45703399881152,-5.60306481338087
661,-6.30807384726305,-7.25181887739393,-5.36432881713217
662,-6.46518461160749,-7.3707747623277,-5.55959446088729
663,-6.36600105911498,-7.31065114710134,-5.42135097112861
664,-6.53334886164518,-7.45444224644672,-5.61225547684364
665,-6.46060872350213,-7.4199863692841,-5.50123107772016
666,-6.345065886426,-7.28499315839998,-5.40513861445202
667,-5.97238230564242,-6.86968261893956,-5.07508199234528
668,-6.14166251098912,-7.07129508441599,-5.21202993756226
669,-6.24525863147008,-7.16958847549148,-5.32092878744868
670,-6.65152335230306,-7.5548682089777,-5.74817849562842
671,-6.46813355003941,-7.50232952397452,-5.4339375761043
672,-5.85284511532493,-6.69875151586129,-5.00693871478857
673,-6.28953579357176,-7.16901600170459,-5.41005558543892
674,-6.25483228233882,-7.09561854194987,-5.41404602272777
675,-6.14812350871347,-7.02517346540078,-5.27107355202617
676,-6.11243956478783,-6.93694763468486,-5.2879314948908
677,-6.70607115378257,-7.57470020206284,-5.83744210550231
678,-6.1984571439732,-7.04081339653363,-5.35610089141278
679,-6.12555840741079,-6.97003931079785,-5.28107750402373
680,-5.79419794682123,-7.11096523100894,-4.47743066263351
681,-6.06994457492942,-6.9120776550918,-5.22781149476704
