label,fe,fe_ci_ll,fe_ci_ul,year,candidate,kind,move_start,move_end,matches_ai_move_filter,base_candidate,affine_intercept,affine_slope
1977.0,-0.0254639886463596,-0.424192101342993,0.373264124050274,1977,raw_2_50,raw,2.0,50.0,all,,,
1978.0,0.0809657427439399,-0.312895756836845,0.474827242324725,1978,raw_2_50,raw,2.0,50.0,all,,,
1979.0,0.103265454563055,-0.286092892948433,0.492623802074542,1979,raw_2_50,raw,2.0,50.0,all,,,
1980.0,0.0470501189191035,-0.351973400581807,0.446073638420014,1980,raw_2_50,raw,2.0,50.0,all,,,
1981.0,0.095398061478022,-0.307210118195457,0.498006241151501,1981,raw_2_50,raw,2.0,50.0,all,,,
1982.0,0.0670981496771405,-0.336336481747456,0.470532781101737,1982,raw_2_50,raw,2.0,50.0,all,,,
1983.0,0.211205221081908,-0.189504938677539,0.611915380841355,1983,raw_2_50,raw,2.0,50.0,all,,,
1984.0,0.0348183947411407,-0.367985954540675,0.437622744022957,1984,raw_2_50,raw,2.0,50.0,all,,,
1985.0,0.0622794098551591,-0.337934366025873,0.462493185736191,1985,raw_2_50,raw,2.0,50.0,all,,,
1986.0,0.171091682065383,-0.218049703195375,0.56023306732614,1986,raw_2_50,raw,2.0,50.0,all,,,
1987.0,0.154671769845336,-0.239318880079302,0.548662419769973,1987,raw_2_50,raw,2.0,50.0,all,,,
1988.0,0.0863141041129719,-0.304558633734782,0.477186841960726,1988,raw_2_50,raw,2.0,50.0,all,,,
1989.0,-0.0159686125288349,-0.410721792829246,0.378784567771577,1989,raw_2_50,raw,2.0,50.0,all,,,
1990.0,0.0944219212986534,-0.298797127305408,0.487640969902715,1990,raw_2_50,raw,2.0,50.0,all,,,
1991.0,-0.000825130046317,-0.393411202214057,0.391760942121423,1991,raw_2_50,raw,2.0,50.0,all,,,
1992.0,0.0293267777357118,-0.363357145711711,0.422010701183135,1992,raw_2_50,raw,2.0,50.0,all,,,
1993.0,-0.109210371722415,-0.505033547845424,0.286612804400595,1993,raw_2_50,raw,2.0,50.0,all,,,
1994.0,-0.0503893354757313,-0.447838040730982,0.347059369779519,1994,raw_2_50,raw,2.0,50.0,all,,,
1995.0,0.0593904587593057,-0.334593918268621,0.453374835787233,1995,raw_2_50,raw,2.0,50.0,all,,,
1996.0,0.0473258619244335,-0.344337032555092,0.438988756403959,1996,raw_2_50,raw,2.0,50.0,all,,,
1997.0,0.0473789224108383,-0.344563543288973,0.43932138811065,1997,raw_2_50,raw,2.0,50.0,all,,,
1998.0,0.0104727166795305,-0.381882470301352,0.402827903660413,1998,raw_2_50,raw,2.0,50.0,all,,,
1999.0,0.0621282785519608,-0.331798606101123,0.456055163205044,1999,raw_2_50,raw,2.0,50.0,all,,,
2000.0,0.0164382160146476,-0.376764999710294,0.409641431739589,2000,raw_2_50,raw,2.0,50.0,all,,,
2001.0,-0.002303570689508,-0.398968957338892,0.394361815959876,2001,raw_2_50,raw,2.0,50.0,all,,,
2002.0,0.119468540135715,-0.272285899776445,0.511222980047875,2002,raw_2_50,raw,2.0,50.0,all,,,
2003.0,0.0641686687571646,-0.327234311215786,0.455571648730115,2003,raw_2_50,raw,2.0,50.0,all,,,
2004.0,0.0681945751951504,-0.322627078259801,0.459016228650102,2004,raw_2_50,raw,2.0,50.0,all,,,
2005.0,-0.0164985677110836,-0.408790094008174,0.375792958586007,2005,raw_2_50,raw,2.0,50.0,all,,,
2006.0,0.141663549565037,-0.248551324954861,0.531878424084936,2006,raw_2_50,raw,2.0,50.0,all,,,
2007.0,0.0787097861409929,-0.31153297659463,0.468952548876616,2007,raw_2_50,raw,2.0,50.0,all,,,
2008.0,0.186055672922988,-0.203540362326193,0.575651708172169,2008,raw_2_50,raw,2.0,50.0,all,,,
2009.0,0.170502062493718,-0.220128485587799,0.561132610575235,2009,raw_2_50,raw,2.0,50.0,all,,,
2010.0,0.121461357530205,-0.268870182940423,0.511792898000833,2010,raw_2_50,raw,2.0,50.0,all,,,
2011.0,0.138691776792559,-0.25038169823662,0.527765251821737,2011,raw_2_50,raw,2.0,50.0,all,,,
2012.0,0.134909523302187,-0.253649196498062,0.523468243102436,2012,raw_2_50,raw,2.0,50.0,all,,,
2013.0,0.0737977754373451,-0.315459251931369,0.463054802806059,2013,raw_2_50,raw,2.0,50.0,all,,,
2014.0,0.145791083191547,-0.243581505084081,0.535163671467175,2014,raw_2_50,raw,2.0,50.0,all,,,
2015.0,0.199672930927421,-0.189091862007335,0.588437723862178,2015,raw_2_50,raw,2.0,50.0,all,,,
2016.0,0.172084118586424,-0.216544606049527,0.560712843222375,2016,raw_2_50,raw,2.0,50.0,all,,,
2017.0,0.338260507818326,-0.0494045263011585,0.725925541937809,2017,raw_2_50,raw,2.0,50.0,all,,,
2018.0,0.65166035168212,0.264131564625036,1.0391891387392,2018,raw_2_50,raw,2.0,50.0,all,,,
2019.0,0.799330592970773,0.411845350236683,1.18681583570486,2019,raw_2_50,raw,2.0,50.0,all,,,
2020.0,0.848719840272104,0.461027506056988,1.23641217448722,2020,raw_2_50,raw,2.0,50.0,all,,,
2021.0,0.891532502389742,0.504436222346687,1.2786287824328,2021,raw_2_50,raw,2.0,50.0,all,,,
1951.0,0.109049362770874,-0.322262734051041,0.540361459592788,1951,raw_3_60,raw,3.0,60.0,all,,,
1952.0,-0.146133374955745,-0.577863344687861,0.28559659477637,1952,raw_3_60,raw,3.0,60.0,all,,,
1953.0,-0.0157881384037829,-0.444895774423731,0.413319497616166,1953,raw_3_60,raw,3.0,60.0,all,,,
1954.0,-0.133630992948826,-0.582106824732502,0.31484483883485,1954,raw_3_60,raw,3.0,60.0,all,,,
1955.0,0.0396575578498565,-0.436176084908084,0.515491200607797,1955,raw_3_60,raw,3.0,60.0,all,,,
1956.0,-0.256879247300154,-0.740117674758159,0.22635918015785,1956,raw_3_60,raw,3.0,60.0,all,,,
1957.0,0.0194254007398853,-0.38985188963922,0.428702691118991,1957,raw_3_60,raw,3.0,60.0,all,,,
1958.0,-0.128709404983191,-0.586161752241146,0.328742942274764,1958,raw_3_60,raw,3.0,60.0,all,,,
1959.0,-0.12733761943442,-0.553420962445415,0.298745723576575,1959,raw_3_60,raw,3.0,60.0,all,,,
